Category,Name,Final_price,Regular_price,Discount_percent,Installment,Cross_border,Sponsor,Reviews,Rating,Rating_by_stars,Url,Image_url
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP 15-DA0037TX (4ME82PA). Intel Core i3 7020U - Hàng Chính Hãng ,9990000,10990000,9,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-15-da0037tx-4me82pa-intel-core-i3-7020u-hang-chinh-hang-p48354755.html?spid=48354758&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/b5/e3/24/04b367f567ad1d0da548c1e5f54776f7.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP ProBook 450 G6 5YM81PA Core i5-8265U/ Dos (15.6,14129000,17990000,21,YES,NO,NO,4,90,4.5,https://tiki.vn/laptop-hp-probook-450-g6-5ym81pa-core-i5-8265u-dos-15-6-fhd-ips-hang-chinh-hang-p14011535.html?spid=14011536&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/58/6e/0b/49e7a8aca3cd48ff03de606814a3e5f4.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Pavilion 15-cs3014TU 8QP20PA (Core i5-1035G1/ 4GB DDR4 2666MHz/ 256GB PCIe NVMe/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,14589000,15590000,6,YES,NO,NO,2,60,3.0,https://tiki.vn/laptop-hp-pavilion-15-cs3014tu-8qp20pa-core-i5-1035g1-4gb-ddr4-2666mhz-256gb-pcie-nvme-15-6-fhd-ips-win10-hang-chinh-hang-p45160249.html?spid=45160250&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/96/9a/25/6e218571eefeb2e14e10da1f52047ded.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Asus Vivobook S531FA-BQ104T Core i5-8265U/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,16979000,19990000,15,YES,NO,NO,9,90,4.5,https://tiki.vn/laptop-asus-vivobook-s531fa-bq104t-core-i5-8265u-win10-15-6-fhd-ips-hang-chinh-hang-p34391672.html?spid=34391673&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ac/ef/c6/556aa4985e710e73439cab3388a398bc.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Aspire 3 A315-55G-504M NX.HNSSV.006 (Core i5-10210U/ 4GB DDR4/ SSD 512GB/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng,13229000,14990000,12,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-acer-aspire-3-a315-55g-504m-nx-hnssv-006-core-i5-10210u-4gb-ddr4-ssd-512gb-mx230-2gb-15-6-fhd-win10-hang-chinh-hang-p53827000.html?spid=53827001&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/81/7b/ca/d8a4cf19333cbcd70541bf13cd1678f7.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Vostro 5581 70194501 S I5 82565U 8GB 256SSD 15.6' FHD Finger W10H - Urban Gray- Hàng Chính Hãng ,14430000,21490000,33,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-vostro-5581-70194501-s-i5-82565u-8gb-256ssd-15-6-fhd-finger-w10h-urban-gray-hang-chinh-hang-p40561441.html?spid=40561442&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/17/51/12/31ef268d703bcd4324677f6e63f27043.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop 2 trong 1,Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Nhập Khẩu,31890000,32890000,3,NO,NO,NO,0,0,0.0,https://tiki.vn/surface-pro-7-core-i5-ram-8gb-ssd-256gb-brand-new-nhap-khau-p48385090.html?spid=48385094&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/61/eb/cf/6f08b47828190e5d984b777be9b8bbd1.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Asus X441NA-GA070T Core N4200/Win 10 14 inch - Hàng Chính Hãng,6239000,8290000,25,YES,NO,NO,2,20,1.0,https://tiki.vn/laptop-asus-x441na-ga070t-core-n4200-win-10-14-inch-hang-chinh-hang-p990740.html?spid=999182&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/-/1-u5552-d20170930-t134021-186470.u5552.d20171004.t172719.667556.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo IdeaPad L340-15IRH 81LK01GLVN (Core i7-9750HF/ 8GB DDR4 2666MHz/ 256GB SSD M.2 2242 NVMe/ GTX 1050 3GB GDDR5/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,17919000,21490000,17,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-lenovo-ideapad-l340-15irh-81lk01glvn-core-i7-9750hf-8gb-ddr4-2666mhz-256gb-ssd-m-2-2242-nvme-gtx-1050-3gb-gddr5-15-6-fhd-ips-win10-hang-chinh-hang-p55731956.html?spid=55731957&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/23/50/d9/8d5f4526aa1fbe953482069ea148b60a.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Pavilion 15-CS2032TU 6YZ04PA Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,10549000,13490000,22,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-pavilion-15-cs2032tu-6yz04pa-core-i3-8145u-win10-15-6-fhd-hang-chinh-hang-p40201528.html?spid=40201529&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/21/7b/f3/4fe49746a653c8953f077f693213cb7e.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Inspiron 7591 N5I5591W Core i5-9300H/ GTX 1050 3GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,22639000,27490000,18,YES,NO,NO,3,94,4.7,https://tiki.vn/laptop-dell-inspiron-7591-n5i5591w-core-i5-9300h-gtx-1050-3gb-win10-15-6-fhd-hang-chinh-hang-p29253429.html?spid=29253430&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f9/15/7c/5b6699d1e0458ef13db363d363a69be6.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Macbook,Apple Macbook Pro Touch Bar 2019 - 13 inchs (i5/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng,41999000,49990000,16,YES,NO,NO,2,90,4.5,https://tiki.vn/apple-macbook-pro-touch-bar-2019-13-inchs-i5-8gb-256gb-hang-nhap-khau-chinh-hang-p19585271.html?spid=19585273&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ce/22/c5/4bf5df5b0644c79e5ee28b11a3aea1ab.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Macbook,Apple Macbook Air 2020 - 13 Inchs (i5-10th/ 8GB/ 512GB) - Hàng Chính Hãng,32489000,34990000,7,YES,NO,NO,0,0,0.0,https://tiki.vn/apple-macbook-air-2020-13-inchs-i5-10th-8gb-512gb-hang-chinh-hang-p56439212.html?spid=56439214&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/97/f3/a0/034295767cc07d5785ba7cf99169323a.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo Ideapad 330-14IKB 81G2000NVN Core i3-7020U/ Win10 (14,8109000,10990000,26,YES,NO,NO,6,64,3.2,https://tiki.vn/laptop-lenovo-ideapad-330-14ikb-81g2000nvn-core-i3-7020u-win10-14-hd-hang-chinh-hang-p14009371.html?spid=14009372&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/74/74/14/5cf6283d7682ab0935b9fcc67b5688d5.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Pavilion X360 14-dh0103TU 6ZF24PA Core i3-8145U/ Win10 (14 FHD IPS Touch) - Hàng Chính Hãng,12729000,13990000,9,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-hp-pavilion-x360-14-dh0103tu-6zf24pa-core-i3-8145u-win10-14-fhd-ips-touch-hang-chinh-hang-p19703289.html?spid=19703290&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a4/82/fd/de5c1224d04f60384c11cc3d188e1084.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,"Laptop Asus ROG Strix G15 G512-IAL013T (Core i5-10300H/ 8GB DDR4 3200MHz/ 512GB SSD PCIE G3X4/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS, 144Hz/ Win10) - Hàng Chính Hãng",24249000,25990000,7,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-rog-strix-g15-g512-ial013t-core-i5-10300h-8gb-ddr4-3200mhz-512gb-ssd-pcie-g3x4-gtx-1650ti-4gb-gddr6-15-6-fhd-ips-144hz-win10-hang-chinh-hang-p57652434.html?spid=57652435&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f7/1f/c0/46172351fd3a53fcfe1956a4b3e255a8.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Gaming Nitro 5 AN515-55-73VQ NH.Q7RSV.001 (Core i7-10750H/ 8GB/ 512GB SSD/ GTX1650 4G DDR6/ 15.6 FHD/ Win 10) - Hàng Chính Hãng,26259000,28990000,9,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-gaming-nitro-5-an515-55-73vq-nh-q7rsv-001-core-i7-10750h-8gb-512gb-ssd-gtx1650-4g-ddr6-15-6-fhd-win-10-hang-chinh-hang-p56698075.html?spid=56698076&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/01/ef/3c/0c8c24a847043dd54b0a91a270958c05.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Macbook,Apple Macbook Pro Touch Bar 2019 - 13 inchs (i5/ 8GB/ 512GB) - Hàng Nhập Khẩu Chính Hãng,37999000,59990000,37,YES,NO,NO,1,100,5.0,https://tiki.vn/apple-macbook-pro-touch-bar-2019-13-inchs-i5-8gb-512gb-hang-nhap-khau-chinh-hang-p19585281.html?spid=19585285&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/60/0f/c7/0942f31865d9da855fc449a6ec7f8c00.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Pavilion 15-cs3015TU 8QP15PA (Core i5-1035G1/ 4GB DDR4 2666MHz/ 256GB PCIe NVMe/ 15.6,14589000,15590000,6,YES,NO,NO,1,80,4.0,https://tiki.vn/laptop-hp-pavilion-15-cs3015tu-8qp15pa-core-i5-1035g1-4gb-ddr4-2666mhz-256gb-pcie-nvme-15-6-fhd-ips-win10-hang-chinh-hang-p45159200.html?spid=45159201&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/96/9a/25/1894dcb7f6dc6e1dc9d458a4c5f6f4a8.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Envy 13-aq1023TU 8QN84PA (Core i7-10510U/ 8GB DDR4 2400MHz/ 512GB PCIe NVMe/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng,26269000,27990000,6,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-envy-13-aq1023tu-8qn84pa-core-i7-10510u-8gb-ddr4-2400mhz-512gb-pcie-nvme-13-3-fhd-ips-win10-hang-chinh-hang-p52248214.html?spid=52248215&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/29/bb/af/49486ceaa019a36875c6053d4063c10f.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,HP 15s-fq1107TU i3 1005G1 WTY_193Q3PA win 10 bản quyền  - hàng chính hãng,10690000,11450000,7,NO,NO,NO,0,0,0.0,https://tiki.vn/hp-15s-fq1107tu-i3-1005g1-wty_193q3pa-win-10-ban-quyen-hang-chinh-hang-p56865422.html?spid=57649442&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/c5/dc/7b/1686dce27fea1b0d2d6f69b06409b73b.png
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP ProBook 450 G7 9GQ34PA (Core i5-10210U/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 15.6 FHD IPS/ Free Dos) - Hàng Chính Hãng,17339000,18990000,9,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-probook-450-g7-9gq34pa-core-i5-10210u-8gb-ddr4-2666mhz-256gb-ssd-m-2-pcie-15-6-fhd-ips-free-dos-hang-chinh-hang-p50269739.html?spid=50269740&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/18/d2/1a/4e4a563caf5886250f9fb2041bf3796b.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Inspiron 5490 FMKJV1 (Core i5-10210U/ 4GB DDR4 2666MHz/ 512GB PCIe NVMe/ MX230 2GB/ 14 FHD/ Win10) - Hàng Chính Hãng,19839000,21990000,10,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-inspiron-5490-fmkjv1-core-i5-10210u-4gb-ddr4-2666mhz-512gb-pcie-nvme-mx230-2gb-14-fhd-win10-hang-chinh-hang-p45362381.html?spid=45362382&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f2/0d/57/6bdba875cd4b6b75fa8bdd3c755ea1fe.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Swift 3 SF314-41-R4J1 NX.HFDSV.001 AMD R3-3200U/ Win10 (14 FHD IPS) - Hàng Chính Hãng,11949000,12990000,8,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-swift-3-sf314-41-r4j1-nx-hfdsv-001-amd-r3-3200u-win10-14-fhd-ips-hang-chinh-hang-p24258286.html?spid=24258287&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/07/09/34/106621ebf74b6fc8f724bfb79159cba5.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop MSI GF75 Thin 10SCSR-208VN (Core i7-10750H/ 8GB DDR4 2666MHz/ 512GB NVMe PCIe SSD/ GTX1650 Ti 4GB GDDR6/ 17.3 FHD IPS/ Win10) - Hàng Chính Hãng,26379000,28490000,7,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-msi-gf75-thin-10scsr-208vn-core-i7-10750h-8gb-ddr4-2666mhz-512gb-nvme-pcie-ssd-gtx1650-ti-4gb-gddr6-17-3-fhd-ips-win10-hang-chinh-hang-p56693998.html?spid=56693999&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/97/28/c7/7c3127dcfa60f2e7374dc9bc14510b53.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Pavilion 14-ce2034TU 6YZ17PA Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng,10229000,13990000,27,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-pavilion-14-ce2034tu-6yz17pa-core-i3-8145u-win10-14-fhd-hang-chinh-hang-p21010656.html?spid=21010657&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/9a/a3/05/1ed079fa1a628178e7664cbff385ec61.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Gaming,"Laptop Asus ROG Zephyrus S GX701GXR-H6072T (Core i7-9750H/ 32GB DDR4 2666MHz/ 1TB SSD PCIE/ RTX 2080-MaxQ 8GB/ 17.3 FHD IPS, 240Hz G-Sync, 3ms/ Win10) - Hàng Chính Hãng",65389000,79990000,18,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-rog-zephyrus-s-gx701gxr-h6072t-core-i7-9750h-32gb-ddr4-2666mhz-1tb-ssd-pcie-rtx-2080-maxq-8gb-17-3-fhd-ips-240hz-g-sync-3ms-win10-hang-chinh-hang-p45182816.html?spid=45182817&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/80/e1/ba/85dc8340784e6469484550d2f496b2a8.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,"Laptop Dell Vostro 3580 V3580I (Core i5-8265U/ 4GB DDR4 2666MHz/ 1TB 5400rpm, x1 slot SSD M.2 PCIe/ AMD R520 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng",12929000,16990000,24,YES,NO,NO,2,60,3.0,https://tiki.vn/laptop-dell-vostro-3580-v3580i-core-i5-8265u-4gb-ddr4-2666mhz-1tb-5400rpm-x1-slot-ssd-m-2-pcie-amd-r520-2gb-15-6-fhd-win10-hang-chinh-hang-p45267442.html?spid=45267443&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/4d/14/57/f46544e12dd9cfe688caffa016980694.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Vostro 3590 V5I3101W (Core i3-10110U/ 4GB/ 256GBSSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng,10749000,12490000,14,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-vostro-3590-v5i3101w-core-i3-10110u-4gb-256gbssd-15-6-fhd-win10-hang-chinh-hang-p55880902.html?spid=55880903&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/9a/79/73/cb9982ae411925e1fb58241816d5cb47.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Asus ASUSPRO B9440UA-GV0488T (Core i7-8550U/ 8GB LPDDR3-2133MHz/ 512GB SSD M.2/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,20459000,30990000,34,YES,NO,NO,5,80,4.0,https://tiki.vn/laptop-asus-asuspro-b9440ua-gv0488t-core-i7-8550u-8gb-lpddr3-2133mhz-512gb-ssd-m-2-14-fhd-ips-win10-hang-chinh-hang-p11011566.html?spid=11011567&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/4d/b1/db/713537249594608bfea5194ddaa09da2.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Swift 3 SF314-42-R5Z6 NX.HSESV.001 (AMD R5-4500U/ 8GB Onboard LPDDR4 2400MHz/ 512GB SSD M.2 NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,17029000,18490000,8,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-swift-3-sf314-42-r5z6-nx-hsesv-001-amd-r5-4500u-8gb-onboard-lpddr4-2400mhz-512gb-ssd-m-2-nvme-14-fhd-ips-win10-hang-chinh-hang-p57766756.html?spid=57766757&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/92/01/19/2414814ac589cf6463010db0b58338a8.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Probook 440 G6 (Intel Core I3-8145U/ 4GB RAM DDR4/ 500GB HDD/ 14,11169000,13990000,20,YES,NO,NO,2,100,5.0,https://tiki.vn/laptop-hp-probook-440-g6-5ym63pa-core-i3-8145u-dos-14-hd-hang-chinh-hang-p14011559.html?spid=14011560&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/22/61/44/86b4f24be6348d4cafeb44e3e8c2dbb1.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop MSI Modern 14 A10M-1071VN (Core i7-10510U/ 8GB DDR4 2666MHz/ 256GB PCIe NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,20149000,20990000,4,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-msi-modern-14-a10m-1071vn-core-i7-10510u-8gb-ddr4-2666mhz-256gb-pcie-nvme-14-fhd-ips-win10-hang-chinh-hang-p57669296.html?spid=57669298&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/b4/fd/51/d0cf7ffafe6b328194ecf6379802f6a5.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Inspiron N3593 70205744 (Core i5-1035G1/ 4GB/ 256GB/ MX230 2GB/ 15.6FHD/Win 10) - Hàng Chính Hãng,14179000,16990000,17,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-inspiron-n3593-70205744-core-i5-1035g1-4gb-256gb-mx230-2gb-15-6fhd-win-10-hang-chinh-hang-p49334629.html?spid=49334630&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/36/b1/bc/fe5f73f855eea583a9299b37ebf75aaa.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Aspire 5 A514-52-54L3 NX.HDTSV.003 Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng,10339000,13990000,26,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-aspire-5-a514-52-54l3-nx-hdtsv-003-core-i5-8265u-win10-14-fhd-hang-chinh-hang-p32349904.html?spid=32349907&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d4/cd/6a/f3a8957a5c41d8fb7c9e774188ea0b41.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Asus Vivobook S14 S433FA-EB437T (Corei7-10510U/ 16GB RAM/ 512GB SSD/ 14 FHD/ Numpad/ Win10) - Hàng Chính Hãng,21079000,22490000,6,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-vivobook-s14-s433fa-eb437t-corei7-10510u-16gb-ram-512gb-ssd-14-fhd-numpad-win10-hang-chinh-hang-p57484078.html?spid=57484079&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/b2/7e/01/68b82bccaebfc4acc8ebdcdcf053f120.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo IdeaPad Slim 3-14ARE05 81W30058VN (AMD Ryzen R3-4300U/ 4GB DDR4 2666MHz/ 512GB M.2 2242 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng,10839000,11990000,10,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-lenovo-ideapad-slim-3-14are05-81w30058vn-amd-ryzen-r3-4300u-4gb-ddr4-2666mhz-512gb-m-2-2242-pcie-nvme-14-fhd-win10-hang-chinh-hang-p58189861.html?spid=58189864&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f0/3e/b1/864927f9b6c5b55147350d2904f63629.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Gaming,Laptop Acer Nitro 5 AN515-54-51X1 NH.Q5ASV.011 Core i5-9300H/ GTX 1050 3GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,18379000,21990000,16,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-nitro-5-an515-54-51x1-nh-q5asv-011-core-i5-9300h-gtx-1050-3gb-win10-15-6-fhd-ips-hang-chinh-hang-p34435660.html?spid=34435661&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/2b/bc/6c/d3ed08b49f38f7a5711a02458ee8902a.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Aspire 3 A315-54-34U1 NX.HM2SV.007 (Core i3-10110U/ 4GB DDR4 2133MHz/ 256GB SSD M.2 PCIE/ 15.6 HD/ Win10) - Hàng Chính Hãng,9969000,10990000,9,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-aspire-3-a315-54-34u1-nx-hm2sv-007-core-i3-10110u-4gb-ddr4-2133mhz-256gb-ssd-m-2-pcie-15-6-hd-win10-hang-chinh-hang-p48199708.html?spid=48199709&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/7e/98/07/cf3232976fd363fb8a431b1da853b71c.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop MSI GL65 Leopard 10SDK-242VN (Core i7-10750H/ 16GB (8GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1660Ti 6GB GDDR6/ 15.6 FHD IPS 144Hz/ Win 10) - Hàng Chính Hãng,30929000,33490000,8,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-msi-gl65-leopard-10sdk-242vn-core-i7-10750h-16gb-8gbx2-ddr4-2666mhz-512gb-ssd-m-2-pcie-gtx-1660ti-6gb-gddr6-15-6-fhd-ips-144hz-win-10-hang-chinh-hang-p56696120.html?spid=56696121&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/19/6e/da/ad17fec0cc28bb5d2566e07e819b38e1.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Vostro 5490 V4I3101W (Core i3-10110U/ 4GB DDR4 2666MHz/ 128GB M.2 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hiệu,13189000,14990000,12,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-vostro-5490-v4i3101w-core-i3-10110u-4gb-ddr4-2666mhz-128gb-m-2-pcie-nvme-14-fhd-win10-hang-chinh-hieu-p45183896.html?spid=45183897&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/0b/02/de/6f3f6b993c49ee6b5859da96bcd21716.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell XPS 13 9380 (I78512). Intel Core I7 8565U/ 512G - Hàng Nhập Khẩu,34490000,36990000,7,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-xps-13-9380-i78512-intel-core-i7-8565u-512g-hang-nhap-khau-p57625354.html?spid=57625355&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d7/65/9b/0e00d9caa2a24c4c91aa7da62a689bec.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop ASUS D509DA-EJ167T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 1TB x1 slot SSD M.2/ 15.6 FHD/ Win10) - Hàng Chính Hãng,11059000,11990000,8,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-asus-d509da-ej167t-amd-r5-3500u-4gb-ddr4-2400mhz-1tb-x1-slot-ssd-m-2-15-6-fhd-win10-hang-chinh-hang-p42886895.html?spid=42886896&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/8a/73/55/1a26ce9b5d1cd4177431e56ca686e920.jpg
