Category,Name,Final_price,Regular_price,Discount_percent,Installment,Cross_border,Sponsor,Reviews,Rating,Rating_by_stars,Url,Image_url
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Gaming,Laptop Asus TUF Gaming FX505DU-AL070T AMD R7-3750H/ GTX 1660Ti 6GB/ Win10 (15.6,24819000,27990000,11,YES,NO,NO,5,96,4.8,https://tiki.vn/laptop-asus-tuf-gaming-fx505du-al070t-amd-r7-3750h-gtx-1660ti-6gb-win10-15-6-fhd-ips-120hz-hang-chinh-hang-p17014269.html?spid=17014270&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/e4/b1/f0/e246645e70d25ab991bcccf6e70b3bc4.JPG
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo ThinkPad E590 20NBS00L00 Core i5-8265U/ AMD RX 550X 2GB/ Dos (15.6 FHD IPS) - Hàng Chính Hãng,16509000,18990000,13,YES,NO,NO,1,80,4.0,https://tiki.vn/laptop-lenovo-thinkpad-e590-20nbs00l00-core-i5-8265u-amd-rx-550x-2gb-dos-15-6-fhd-ips-hang-chinh-hang-p22616119.html?spid=22616120&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/26/70/61/de2267a1f40fb1559febdc2fe50291b2.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,"Laptop Asus ROG Strix G17 G712L-UEV075T (Core i7-10750H/ 8GB DDR4 2933MHz/ 512GB SSD PCIE G3X4/ GTX 1660Ti 6GB GDDR6/ 17.3 FHD IPS, 144Hz/ Win10) - Hàng Chính Hãng",32759000,34990000,6,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-rog-strix-g17-g712l-uev075t-core-i7-10750h-8gb-ddr4-2933mhz-512gb-ssd-pcie-g3x4-gtx-1660ti-6gb-gddr6-17-3-fhd-ips-144hz-win10-hang-chinh-hang-p57652423.html?spid=57652424&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/eb/03/43/8a34fa4d7758ff2aff103a2016bd8f99.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo ThinkPad L390 20NRS00100 Core i5-8265U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng,18069000,19990000,10,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-lenovo-thinkpad-l390-20nrs00100-core-i5-8265u-dos-13-3-fhd-ips-hang-chinh-hang-p14158223.html?spid=14158224&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/db/2c/16/e454722d9d2bd998bf6d6e197bc916cb.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Asus TUF Gaming FX504GM-EN303T Core i7-8750H/Win10 (15.6″ FHD 120Hz) - Hàng Chính Hãng,29069000,34990000,17,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-tuf-gaming-fx504gm-en303t-core-i7-8750h-win10-15-6-fhd-120hz-hang-chinh-hang-p8079869.html?spid=8079870&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/65/d4/54/e0091abf0f75c5422c8023d78418cfb0.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP 348 G5 7XJ62PA (Core i3-7020U/ 4GB DDR4/ 256GB SSD/ 14 FHD/ Dos) - Hàng Chính Hãng,9919000,10990000,10,YES,NO,NO,2,100,5.0,https://tiki.vn/laptop-hp-348-g5-7xj62pa-core-i3-7020u-4gb-ddr4-256gb-ssd-14-fhd-dos-hang-chinh-hang-p44944173.html?spid=44944174&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/af/cc/6f/bd8699b31a647138f4081eae691b658a.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop MSI GL65 Leopard 10SEK-235VN (Core i7-10750H/ 16GB (8GBx2) DDR4 2666MHz/ 1TB SSD M.2 PCIE/ RTX 2060 6GB GDDR6/ 15.6 FHD IPS 144Hz/ Win 10) - Hàng Chính Hãng,38419000,39990000,4,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-msi-gl65-leopard-10sek-235vn-core-i7-10750h-16gb-8gbx2-ddr4-2666mhz-1tb-ssd-m-2-pcie-rtx-2060-6gb-gddr6-15-6-fhd-ips-144hz-win-10-hang-chinh-hang-p56696116.html?spid=56696117&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/b6/c4/d3/ccb55bb56f5b384e2819486a76922aad.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Asus Vivobook 15 X505ZA-EJ563T AMD R5-2500U/ Win10 (15.6,10339000,12990000,20,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-vivobook-15-x505za-ej563t-amd-r5-2500u-win10-15-6-fhd-hang-chinh-hang-p14012074.html?spid=14012075&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5e/a1/13/e665d319eb421780e2a3536803464e74.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop truyền thống,Laptop ACER Aspire E5-576G-88EP NX.H2ESV.001 (Đen) - Hàng chính hãng,13990000,17800000,21,NO,NO,NO,1,20,1.0,https://tiki.vn/laptop-acer-aspire-e5-576g-88ep-nx-h2esv-001-den-hang-chinh-hang-p23565721.html?spid=25699099&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/0b/bb/94/d1a699791c608933295b753e8a8e1f47.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP ProBook 440 G7 9GQ11PA (Core i7-10510U/ 16GB DDR4 2666MHz/ 512GB M.2 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng,25179000,28990000,13,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-probook-440-g7-9gq11pa-core-i7-10510u-16gb-ddr4-2666mhz-512gb-m-2-pcie-nvme-14-fhd-win10-hang-chinh-hang-p50255184.html?spid=50255185&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/9d/2c/93/323eb8bfdf4657be768e6bcdf2c86381.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell G3 Inspiron 3590 N5I5517W Core i5-9300H/ GTX 1050 3GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,21417000,23490000,9,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-g3-inspiron-3590-n5i5517w-core-i5-9300h-gtx-1050-3gb-win10-15-6-fhd-ips-hang-chinh-hang-p34584362.html?spid=34584363&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/0a/67/11/2bb8d2819a2f59d3a5316395441f6126.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,"Laptop Acer Predator Helios 300 PH315-52-78MG NH.Q53SV.009 (Core i7-9750H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1660Ti/ 15.6 FHD IPS, 144Hz, 3ms/ Win10) - Hàng Chính Hãng",35299000,37990000,7,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-predator-helios-300-ph315-52-78mg-nh-q53sv-009-core-i7-9750h-8gb-ddr4-2666mhz-512gb-ssd-m-2-pcie-gtx-1660ti-15-6-fhd-ips-144hz-3ms-win10-hang-chinh-hang-p53826998.html?spid=53826999&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/04/7e/da/36cb9b8f12f28142a571bde576242f82.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Pavilion 15-cs2034TU 6YZ06PA Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng,13449000,15490000,13,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-pavilion-15-cs2034tu-6yz06pa-core-i5-8265u-win10-15-6-fhd-hang-chinh-hang-p19671414.html?spid=19671415&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5e/6d/70/93c00fdfd934f42e1e9b0a1c0eddc30e.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Asus Vivobook S14 S430FA-EB076T Core i5-8265U/ Win10 (14,13290000,16990000,22,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-vivobook-s14-s430fa-eb076t-core-i5-8265u-win10-14-fhd-ips-hang-chinh-hang-p10985498.html?spid=53971994&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ff/35/ac/cb44681948fe5f30c5989dfb9f84ba19.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP Probook 430 G7 9GQ00PA (Core i5-10210U/ 8GB DDR4/ 512GB SSD/ 13.3 FHD/ Win10) - Hàng Chính Hãng,18899000,20990000,10,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-probook-430-g7-9gq00pa-core-i5-10210u-8gb-ddr4-512gb-ssd-13-3-fhd-win10-hang-chinh-hang-p52213150.html?spid=52213151&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/04/34/7d/0f84a0eeed4b7ca9e8c68ca7d907daec.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP 348 G7 9PH06PA (Core i5-10210U/ 8GB DDR4 2666MHz/ 512GB PCIe NVMe/ 14FHD/ Win10) - Hàng Chính Hãng,14849000,16490000,10,YES,NO,NO,2,90,4.5,https://tiki.vn/laptop-hp-348-g7-9ph06pa-core-i5-10210u-8gb-ddr4-2666mhz-512gb-pcie-nvme-14fhd-win10-hang-chinh-hang-p49349908.html?spid=49349909&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ca/8e/19/52e465d99a423e867ecdb1a00f88e59d.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Asus Vivobook D509DA-EJ286T (AMD Ryzen 5-3500U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng,11479000,12490000,8,YES,NO,NO,2,60,3.0,https://tiki.vn/laptop-asus-vivobook-d509da-ej286t-amd-ryzen-5-3500u-4gb-ddr4-2400mhz-256gb-ssd-m-2-pcie-15-6-fhd-win10-hang-chinh-hang-p49334849.html?spid=49334850&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/23/0a/00/3aa744ec0c7d8de1332a8bda16c10e0c.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Vostro 3590 GRMGK2 (Core i7-10510U/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIe/ AMD R610 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng,19059000,22990000,17,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-vostro-3590-grmgk2-core-i7-10510u-8gb-ddr4-2666mhz-256gb-ssd-m-2-pcie-amd-r610-2gb-15-6-fhd-win10-hang-chinh-hang-p49362726.html?spid=49362727&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d2/15/85/a02e2b0839ea5f975d6947413a1d7de5.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Lenovo Legion Y530-15ICH 81FV00STVN Core i5-8300H/Dos (15.6,20149000,24990000,19,YES,NO,NO,15,94,4.7,https://tiki.vn/laptop-lenovo-legion-y530-15ich-81fv00stvn-core-i5-8300h-dos-15-6-fhd-hang-chinh-hang-p5465955.html?spid=5465957&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/7f/3a/ed/7e26cf48512058f9312801ab01a54c99.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo IdeaPad L340-15IRH 81LK007JVN Core i7-9750H/ GTX 1050 3GB/ Dos (15.6 FHD IPS) - Hàng Chính Hãng,19059000,20990000,9,YES,NO,NO,6,80,4.0,https://tiki.vn/laptop-lenovo-ideapad-l340-15irh-81lk007jvn-core-i7-9750h-gtx-1050-3gb-dos-15-6-fhd-ips-hang-chinh-hang-p21922154.html?spid=21922155&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/49/e1/ff/02f90c12a073434936e9f099f98e7638.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Asus Vivobook A512FA-EJ202T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng,13969000,16990000,18,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-asus-vivobook-a512fa-ej202t-core-i5-8265u-win10-15-6-fhd-hang-chinh-hang-p22717826.html?spid=22717829&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/56/fb/cb/bdbf436a2d5c15ea428022a686210812.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Swift 3 SF314-57G-53T1 NX.HJESV.001 (Core i5-1035G1/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIe/ MX250 2GB/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,19059000,19990000,5,YES,NO,NO,1,80,4.0,https://tiki.vn/laptop-acer-swift-3-sf314-57g-53t1-nx-hjesv-001-core-i5-1035g1-8gb-ddr4-2666mhz-512gb-ssd-m-2-pcie-mx250-2gb-14-fhd-ips-win10-hang-chinh-hang-p42897336.html?spid=42897337&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/b5/ff/83/917de06b7895a381e01e29ded14b15e6.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo IdeaPad Slim 3-14ARE05 81W3005AVN (AMD Ryzen R7-4700U/ 8GB DDR4 2666MHz/ 512GB M.2 2242 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng,15509000,16590000,7,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-lenovo-ideapad-slim-3-14are05-81w3005avn-amd-ryzen-r7-4700u-8gb-ddr4-2666mhz-512gb-m-2-2242-pcie-nvme-14-fhd-win10-hang-chinh-hang-p58187144.html?spid=58187224&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d3/c6/63/4796302894a70f42ef61f81a386bda75.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Asus VivoBook X441MA GA004T I ntel Pentium N5000 (14inch) - Hàng Chính Hãng,6499000,7990000,19,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-vivobook-x441ma-ga004t-i-ntel-pentium-n5000-14inch-hang-chinh-hang-p7774802.html?spid=46054553&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/c9/9b/d1/ef6984ad8a648b21d25d156bd1ca7cf7.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Inspiron 5593 70196703 Core i3-1005G1/ Win10 (15.6 FHD) - Hàng Chính Hãng,12309000,13990000,12,YES,NO,NO,2,70,3.5,https://tiki.vn/laptop-dell-inspiron-5593-70196703-core-i3-1005g1-win10-15-6-fhd-hang-chinh-hang-p39992530.html?spid=39992531&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5a/05/4a/e7def1f5d832972dd744b478ef366e5a.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell G5 Inspiron 5590 4F4Y42 Core i7-9750H/ RTX 2060 6GB/ Win10 (15.6,39249000,44990000,13,YES,NO,NO,1,20,1.0,https://tiki.vn/laptop-dell-g5-inspiron-5590-4f4y42-core-i7-9750h-rtx-2060-6gb-win10-15-6-fhd-ips-144hz-hang-chinh-hang-p29253419.html?spid=29253420&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/da/c9/ed/494a864773e3bde1b56d49afacac04b0.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Máy Tính Xách Tay Laptop HP 348 G7 9PG79PA  (  I3 - 8130U - SSD- ram 4GB-14inh ) - Hàng chính hãng,10490000,10490000,0,NO,NO,NO,0,0,0.0,https://tiki.vn/may-tinh-xach-tay-laptop-hp-348-g7-9pg79pa-i3-8130u-ssd-ram-4gb-14inh-hang-chinh-hang-p56048639.html?spid=58388919&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/60/db/2d/fca0403191b4b960a892a6a1f237ea39.png
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Dell Vostro 3490 2N1R82 (Core i5-10210U/ 8GB/ 256GB SSD/ AMD R610 2G/ 14 FHD/ Win 10) - Hàng Chính Hãng,15109000,16490000,8,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-vostro-3490-2n1r82-core-i5-10210u-8gb-256gb-ssd-amd-r610-2g-14-fhd-win-10-hang-chinh-hang-p58358509.html?spid=58358511&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/2d/79/4f/7174b4c70b622e9be794ae2939734d65.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP ProBook 450 G7 9GQ39PA (Core i3-10110U/ 4GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 15.6HD/ DOS) - Hàng Chính Hãng,12619000,13990000,10,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-hp-probook-450-g7-9gq39pa-core-i3-10110u-4gb-ddr4-2666mhz-256gb-ssd-m-2-pcie-15-6hd-dos-hang-chinh-hang-p49347599.html?spid=49347600&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/38/0b/b3/588bc054f79535a8e383ecabb2fc9810.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Swift 7 SF714-52T-7134 NX.H98SV.002 (Core i7-8500Y/ 16GB/ 512GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng,47289000,49990000,5,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-acer-swift-7-sf714-52t-7134-nx-h98sv-002-core-i7-8500y-16gb-512gb-ssd-14-fhd-win10-hang-chinh-hang-p45067983.html?spid=45067985&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/75/5e/14/d1fc89b83cbdcc761c32ca6299bdf21d.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Dell Inspiron G3 G5I54114 Core i5-8300H/ Dos (15.6 inch FHD IPS) - Hàng Chính Hãng,17299000,20990000,18,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-dell-inspiron-g3-g5i54114-core-i5-8300h-dos-15-6-inch-fhd-ips-hang-chinh-hang-p10696220.html?spid=28736214&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/44/6f/fb/7f13fd1b457379667ea632d0dc6ef442.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop ASUS ZenBook UX534FTC-AA189T (Core i7-10510U/ 16GB LPDDR3 2133MHz/ 1TB SSD M.2 PCIE G3X4/ GTX 1650 4GB/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,36809000,39990000,8,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-zenbook-ux534ftc-aa189t-core-i7-10510u-16gb-lpddr3-2133mhz-1tb-ssd-m-2-pcie-g3x4-gtx-1650-4gb-15-6-fhd-ips-win10-hang-chinh-hang-p48204987.html?spid=48204988&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/1e/1b/61/95b8cc0e473a3dbd8e0ba593643db371.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo ThinkBook 14-IML 20RV00BEVN (Core i3-10110U/ 4GB RAM/ 1TB HDD/ 14 FHD/ Dos) - Hàng Chính Hãng,11560000,12490000,7,NO,NO,NO,0,0,0.0,https://tiki.vn/laptop-lenovo-thinkbook-14-iml-20rv00bevn-core-i3-10110u-4gb-ram-1tb-hdd-14-fhd-dos-hang-chinh-hang-p53840141.html?spid=54361450&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/30/eb/1c/4e81989f9f3c63e62ef8511d2daf7053.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Gaming,Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng,29990000,45990000,35,YES,NO,NO,0,0,0.0,https://tiki.vn/microsoft-surface-pro-2018-core-i7-8650u-8g-256gb-kju-00016-hang-chinh-hang-p8286686.html?spid=8286687&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a3/f0/b1/9cac7b719b521fc7f5a5494bff060316.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP 15s-fq1021TU 8VY74PA (Core i5-1035G1/ 8GB DDR4 2666MHz/ 512GB PCIe NVMe/ 15.6 HD/ Win10) - Hàng Chính Hãng,15219000,16490000,8,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-15s-fq1021tu-8vy74pa-core-i5-1035g1-8gb-ddr4-2666mhz-512gb-pcie-nvme-15-6-hd-win10-hang-chinh-hang-p50269735.html?spid=50269736&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/1a/74/45/e56701f827d559a08d385d7f87cb94ad.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Asus Vivobook S15 S530UA-BQ100T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng,13659000,16690000,18,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-vivobook-s15-s530ua-bq100t-core-i5-8250u-win10-15-6-inch-gold-hang-chinh-hang-p4161199.html?spid=4161201&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/9b/2b/eb/6551961be142212a8dfb936524be468e.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop HP 348 G7 9PG93PA (Core i5-10210U/ 4GB DDR4 2666MHz/ 256GB M.2 PCIe NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,13449000,14490000,7,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-hp-348-g7-9pg93pa-core-i5-10210u-4gb-ddr4-2666mhz-256gb-m-2-pcie-nvme-14-fhd-ips-win10-hang-chinh-hang-p50302272.html?spid=50302274&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/3f/b0/29/d52933c0b010d841e5ad602c7826583f.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,"Laptop ASUS ROG Zephyrus M GU502GV-AZ079T (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD PCIE/ RTX 2060 6GB/ 15.6 FHD IPS 240Hz, 3ms/ Win10) - Hàng Chính Hãng",44379000,46990000,6,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-asus-rog-zephyrus-m-gu502gv-az079t-core-i7-9750h-16gb-ddr4-2666mhz-512gb-ssd-pcie-rtx-2060-6gb-15-6-fhd-ips-240hz-3ms-win10-hang-chinh-hang-p43073462.html?spid=43073463&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/3a/f1/70/7ef61d36b81d3adb78cb5a27529631df.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Lenovo IdeaPad S145-14API 81UV005AVN (AMD Ryzen 5-3500U/ 4GB DDR4 2666MHz/ 256GB SSD M.2 2242 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng,12990000,12990000,0,YES,NO,NO,0,0,0.0,https://tiki.vn/laptop-lenovo-ideapad-s145-14api-81uv005avn-amd-ryzen-5-3500u-4gb-ddr4-2666mhz-256gb-ssd-m-2-2242-pcie-nvme-14-fhd-win10-hang-chinh-hang-p52217203.html?spid=52217204&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f7/27/2d/d43802ecd45c3d46e5348165312f05bf.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop 2 trong 1,Máy tính laptop Surface Book 2 15 Inch Core I7 Ram 16Gb 1Tb (New) - Hàng chính hãng ,69900000,85690000,18,NO,NO,NO,0,0,0.0,https://tiki.vn/may-tinh-laptop-surface-book-2-15-inch-core-i7-ram-16gb-1tb-new-hang-chinh-hang-p48393012.html?spid=48393014&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/35/3c/ba/5645414658d39feee2f5a3ce6b614470.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop Acer Aspire 5 A514-53-346U NX.HUSSV.005 (Core i3-1005G1/ 4GB RAM/ 512GB SSD/ 14 FHD/ Win 10) - Hàng Chính Hãng,13399000,14490000,8,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-acer-aspire-5-a514-53-346u-nx-hussv-005-core-i3-1005g1-4gb-ram-512gb-ssd-14-fhd-win-10-hang-chinh-hang-p53827009.html?spid=53827010&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/b3/ad/9e/c82586eeefbafc478b47ef78dc97cb96.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop,Laptop Asus Zenbook 15 UX533FD-A9027T Core i7-8565U/ Win10 (15.6,28189000,32990000,15,YES,NO,NO,1,60,3.0,https://tiki.vn/laptop-asus-zenbook-15-ux533fd-a9027t-core-i7-8565u-win10-15-6-fhd-hang-chinh-hang-p10055677.html?spid=10055678&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d9/ad/c9/4958f89d94c90cb5ac561f9936b6cee3.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Truyền Thống,Laptop ASUS ZenBook UX334FLC-A4142T (Core i7-10510U/ 16GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE/ MX250 2GB/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng,28809000,31490000,9,YES,NO,NO,1,80,4.0,https://tiki.vn/laptop-asus-zenbook-ux334flc-a4142t-core-i7-10510u-16gb-lpddr3-2133mhz-512gb-ssd-m-2-pcie-mx250-2gb-13-3-fhd-ips-win10-hang-chinh-hang-p42965607.html?spid=42965608&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/96/73/c9/2680adea16bb1c8000c17c3b659a0c4d.jpg
Laptop - Máy Vi Tính - Linh kiện/Laptop/Laptop Gaming,Laptop Acer Swift 5 SF514-52T-50G2 NX.GTMSV.001 Core i5-8250U/ Win10 14 inch (Blue) - Hàng Chính Hãng,24199000,24999000,3,YES,NO,NO,1,100,5.0,https://tiki.vn/laptop-acer-swift-5-sf514-52t-50g2-nx-gtmsv-001-core-i5-8250u-win10-14-inch-blue-hang-chinh-hang-p2066743.html?spid=2075195&src=category-page-1846.8095&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/97/5e/4d/2059d9a72e9ce061b3ef1ba1d6a7e41b.jpg
